证券代码,证券简称,上市日期,"华证ESG评级
[交易日期] 2009-12-31","华证ESG评级
[交易日期] 2010-12-31","华证ESG评级
[交易日期] 2011-12-31","华证ESG评级
[交易日期] 2012-12-31","华证ESG评级
[交易日期] 2013-12-31","华证ESG评级
[交易日期] 2014-12-31","华证ESG评级
[交易日期] 2015-12-31","华证ESG评级
[交易日期] 2016-12-31","华证ESG评级
[交易日期] 2017-12-31","华证ESG评级
[交易日期] 2018-12-31","华证ESG评级
[交易日期] 2019-12-31","华证ESG评级
[交易日期] 2020-12-31",2009_量化值,2010_量化值,2011_量化值,2012_量化值,2013_量化值,2014_量化值,2015_量化值,2016_量化值,2017_量化值,2018_量化值,2019_量化值,2020_量化值
688093.SH,世华科技,2020-09-30,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,0,0,0,0,0,0,0,0,0,0,0,3
688095.SH,福昕软件,2020-09-08,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,A,0,0,0,0,0,0,0,0,0,0,0,4
688096.SH,京源环保,2020-04-09,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,A,0,0,0,0,0,0,0,0,0,0,0,4
688097.SH,博众精工,2021-05-12,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
688098.SH,申联生物,2019-10-28,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,BBB,0,0,0,0,0,0,0,0,0,0,3,3
688099.SH,晶晨股份,2019-08-08,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,A,0,0,0,0,0,0,0,0,0,0,3,4
688100.SH,威胜信息,2020-01-21,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,0,0,0,0,0,0,0,0,0,0,0,3
688101.SH,三达膜,2019-11-15,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,A,0,0,0,0,0,0,0,0,0,0,0,4
688106.SH,金宏气体,2020-06-16,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,0,0,0,0,0,0,0,0,0,0,0,3
688108.SH,赛诺医疗,2019-10-30,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,A,0,0,0,0,0,0,0,0,0,0,3,4
688109.SH,品茗股份,2021-03-30,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
688111.SH,金山办公,2019-11-18,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,0,0,0,0,0,0,0,0,0,0,0,3
688113.SH,联测科技,2021-05-06,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
688116.SH,天奈科技,2019-09-25,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,BBB,0,0,0,0,0,0,0,0,0,0,3,3
688118.SH,普元信息,2019-12-04,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,0,0,0,0,0,0,0,0,0,0,0,3
688122.SH,西部超导,2019-07-22,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,A,0,0,0,0,0,0,0,0,0,0,3,4
688123.SH,聚辰股份,2019-12-23,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,0,0,0,0,0,0,0,0,0,0,0,3
688126.SH,沪硅产业-U,2020-04-20,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,0,0,0,0,0,0,0,0,0,0,0,3
688127.SH,蓝特光学,2020-09-21,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,A,0,0,0,0,0,0,0,0,0,0,0,4
688128.SH,中国电研,2019-11-05,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,A,0,0,0,0,0,0,0,0,0,0,0,4
688129.SH,东来技术,2020-10-23,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,A,0,0,0,0,0,0,0,0,0,0,0,4
688133.SH,泰坦科技,2020-10-30,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,0,0,0,0,0,0,0,0,0,0,0,3
688135.SH,利扬芯片,2020-11-11,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
688136.SH,科兴制药,2020-12-14,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
688138.SH,清溢光电,2019-11-20,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,0,0,0,0,0,0,0,0,0,0,0,3
688139.SH,海尔生物,2019-10-25,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,BBB,0,0,0,0,0,0,0,0,0,0,3,3
688155.SH,先惠技术,2020-08-11,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,0,0,0,0,0,0,0,0,0,0,0,3
688156.SH,路德环境,2020-09-22,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,A,0,0,0,0,0,0,0,0,0,0,0,4
688157.SH,松井股份,2020-06-09,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,0,0,0,0,0,0,0,0,0,0,0,3
688158.SH,优刻得-W,2020-01-20,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,A,0,0,0,0,0,0,0,0,0,0,0,4
688159.SH,有方科技,2020-01-23,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BB,0,0,0,0,0,0,0,0,0,0,0,2
688160.SH,步科股份,2020-11-12,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
688165.SH,埃夫特-U,2020-07-15,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,0,0,0,0,0,0,0,0,0,0,0,3
688166.SH,博瑞医药,2019-11-08,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BB,0,0,0,0,0,0,0,0,0,0,0,2
688168.SH,安博通,2019-09-06,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,A,A,0,0,0,0,0,0,0,0,0,0,4,4
688169.SH,石头科技,2020-02-21,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,0,0,0,0,0,0,0,0,0,0,0,3
688177.SH,百奥泰-U,2020-02-21,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,0,0,0,0,0,0,0,0,0,0,0,3
688178.SH,万德斯,2020-01-14,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,A,0,0,0,0,0,0,0,0,0,0,0,4
688179.SH,阿拉丁,2020-10-26,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,A,0,0,0,0,0,0,0,0,0,0,0,4
688180.SH,君实生物-U,2020-07-15,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,0,0,0,0,0,0,0,0,0,0,0,3
688181.SH,八亿时空,2020-01-06,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,0,0,0,0,0,0,0,0,0,0,0,3
688183.SH,生益电子,2021-02-25,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
688185.SH,康希诺-U,2020-08-13,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,0,0,0,0,0,0,0,0,0,0,0,3
688186.SH,广大特材,2020-02-11,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,A,0,0,0,0,0,0,0,0,0,0,0,4
688188.SH,柏楚电子,2019-08-08,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,A,BBB,0,0,0,0,0,0,0,0,0,0,4,3
688189.SH,南新制药,2020-03-26,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,A,0,0,0,0,0,0,0,0,0,0,0,4
688191.SH,智洋创新,2021-04-08,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
688195.SH,腾景科技,2021-03-26,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
688196.SH,卓越新能,2019-11-21,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BB,0,0,0,0,0,0,0,0,0,0,0,2
688198.SH,佰仁医疗,2019-12-09,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,A,0,0,0,0,0,0,0,0,0,0,0,4
688199.SH,久日新材,2019-11-05,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,AA,0,0,0,0,0,0,0,0,0,0,0,5
688200.SH,华峰测控,2020-02-18,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,0,0,0,0,0,0,0,0,0,0,0,3
688201.SH,信安世纪,2021-04-21,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
688202.SH,美迪西,2019-11-05,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,A,0,0,0,0,0,0,0,0,0,0,0,4
688208.SH,道通科技,2020-02-13,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,0,0,0,0,0,0,0,0,0,0,0,3
688215.SH,瑞晟智能,2020-08-28,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,0,0,0,0,0,0,0,0,0,0,0,3
688217.SH,睿昂基因,2021-05-17,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
688218.SH,江苏北人,2019-12-11,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,0,0,0,0,0,0,0,0,0,0,0,3
688219.SH,会通股份,2020-11-18,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
688221.SH,前沿生物-U,2020-10-28,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,A,0,0,0,0,0,0,0,0,0,0,0,4
688222.SH,成都先导,2020-04-16,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,0,0,0,0,0,0,0,0,0,0,0,3
688228.SH,开普云,2020-03-27,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,A,0,0,0,0,0,0,0,0,0,0,0,4
688229.SH,博睿数据,2020-08-17,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,A,0,0,0,0,0,0,0,0,0,0,0,4
688233.SH,神工股份,2020-02-21,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,0,0,0,0,0,0,0,0,0,0,0,3
688256.SH,寒武纪-U,2020-07-20,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,0,0,0,0,0,0,0,0,0,0,0,3
688258.SH,卓易信息,2019-12-09,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,A,0,0,0,0,0,0,0,0,0,0,0,4
688260.SH,昀冢科技,2021-04-06,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
688266.SH,泽璟制药-U,2020-01-23,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,0,0,0,0,0,0,0,0,0,0,0,3
688268.SH,华特气体,2019-12-26,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,A,0,0,0,0,0,0,0,0,0,0,0,4
688277.SH,天智航-U,2020-07-07,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,A,0,0,0,0,0,0,0,0,0,0,0,4
688278.SH,特宝生物,2020-01-17,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,A,0,0,0,0,0,0,0,0,0,0,0,4
688286.SH,敏芯股份,2020-08-10,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,0,0,0,0,0,0,0,0,0,0,0,3
688288.SH,鸿泉物联,2019-11-06,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,0,0,0,0,0,0,0,0,0,0,0,3
688289.SH,圣湘生物,2020-08-28,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,0,0,0,0,0,0,0,0,0,0,0,3
688298.SH,东方生物,2020-02-05,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BB,0,0,0,0,0,0,0,0,0,0,0,2
688299.SH,长阳科技,2019-11-06,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,A,0,0,0,0,0,0,0,0,0,0,0,4
688300.SH,联瑞新材,2019-11-15,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,0,0,0,0,0,0,0,0,0,0,0,3
688301.SH,奕瑞科技,2020-09-18,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,A,0,0,0,0,0,0,0,0,0,0,0,4
688308.SH,欧科亿,2020-12-10,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
688309.SH,恒誉环保,2020-07-14,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,A,0,0,0,0,0,0,0,0,0,0,0,4
688310.SH,迈得医疗,2019-12-03,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,0,0,0,0,0,0,0,0,0,0,0,3
688311.SH,盟升电子,2020-07-31,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,0,0,0,0,0,0,0,0,0,0,0,3
688312.SH,燕麦科技,2020-06-08,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,A,0,0,0,0,0,0,0,0,0,0,0,4
688313.SH,仕佳光子,2020-08-12,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,0,0,0,0,0,0,0,0,0,0,0,3
688314.SH,康拓医疗,2021-05-18,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
688315.SH,诺禾致源,2021-04-13,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
688316.SH,青云科技-U,2021-03-16,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
688317.SH,之江生物,2021-01-18,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
688318.SH,财富趋势,2020-04-27,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,A,0,0,0,0,0,0,0,0,0,0,0,4
688321.SH,微芯生物,2019-08-12,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,BBB,0,0,0,0,0,0,0,0,0,0,3,3
688323.SH,瑞华泰,2021-04-28,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
688328.SH,深科达,2021-03-09,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
688329.SH,艾隆科技,2021-03-29,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
688330.SH,宏力达,2020-10-15,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,0,0,0,0,0,0,0,0,0,0,0,3
688333.SH,铂力特,2019-07-22,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,BBB,0,0,0,0,0,0,0,0,0,0,3,3
688335.SH,复洁环保,2020-08-17,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,0,0,0,0,0,0,0,0,0,0,0,3
688336.SH,三生国健,2020-07-22,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,A,0,0,0,0,0,0,0,0,0,0,0,4
688338.SH,赛科希德,2020-08-06,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,A,0,0,0,0,0,0,0,0,0,0,0,4
688339.SH,亿华通-U,2020-08-10,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,0,0,0,0,0,0,0,0,0,0,0,3
688350.SH,富淼科技,2021-01-28,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
688355.SH,明志科技,2021-05-12,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
688356.SH,键凯科技,2020-08-26,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,0,0,0,0,0,0,0,0,0,0,0,3
688357.SH,建龙微纳,2019-12-04,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,0,0,0,0,0,0,0,0,0,0,0,3
688358.SH,祥生医疗,2019-12-03,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,A,0,0,0,0,0,0,0,0,0,0,0,4
688359.SH,三孚新科,2021-05-21,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,0,0,0,0,0,0,0,0,0,0,0,0
688360.SH,德马科技,2020-06-02,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,0,0,0,0,0,0,0,0,0,0,0,3
688363.SH,华熙生物,2019-11-06,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,AA,0,0,0,0,0,0,0,0,0,0,0,5
688365.SH,光云科技,2020-04-29,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,0,0,0,0,0,0,0,0,0,0,0,3
688366.SH,昊海生科,2019-10-30,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,BBB,AA,0,0,0,0,0,0,0,0,0,0,3,5
688368.SH,晶丰明源,2019-10-14,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,未上市,A,A,0,0,0,0,0,0,0,0,0,0,4,4
